id,baseline,topic,chapter_mapping,study_tier,mock,question,decision,verification,automatic_flags,fingerprint_matches
q-0164,True,premium.base,,reinforcement,,割増賃金の算定基礎から除外できる家族手当の支給方法として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0165,True,premium.base,,reinforcement,,扶養家族の有無や人数にかかわらず、全労働者へ一律に支給する家族手当の取扱いはどれか。,retire,retired,,退役：公開対象外
q-0166,True,premium.base,,reinforcement,,割増賃金の算定基礎から除外できる通勤手当の支給方法として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0167,True,premium.base,,reinforcement,,通勤距離や通勤費に関係なく、全労働者へ同額を支給する通勤手当の取扱いはどれか。,retire,retired,,退役：公開対象外
q-0168,True,premium.base,,reinforcement,,割増賃金の算定基礎から除外できる住宅手当の支給方法として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0169,True,premium.base,,reinforcement,,家族手当、通勤手当、住宅手当を算定基礎から除外できるかを判定する際、重視すべきものはどれか。,retire,retired,,退役：公開対象外
q-0170,True,premium.base,,reinforcement,,毎月定額で支給される役職手当について、割増賃金の算定基礎上の取扱いはどれか。,retire,retired,,退役：公開対象外
q-0171,True,premium.base,,reinforcement,,所定の出勤成績を満たした月に支給される精皆勤手当について、原則的な取扱いはどれか。,retire,retired,,退役：公開対象外
q-0172,True,premium.base,支給項目欄,reinforcement,,四半期の業績を評価してその都度支給額を決め、3か月ごとに支払う賞与の、割増賃金の算定基礎上の取扱いはどれか。,revise,complete,,True
q-0173,True,premium.base,支給項目欄,reinforcement,,結婚時に一度だけ支給される結婚祝金が労働の対償である賃金に該当する場合、算定基礎上の取扱いはどれか。,revise,complete,,True
q-0174,True,premium.base,,reinforcement,,毎月の業績に応じて支給される業績手当について、原則的な算定基礎上の取扱いはどれか。,retire,retired,,退役：公開対象外
q-0175,True,premium.base,支給項目欄,reinforcement,,在宅勤務に必要な業務費用の計算方法を就業規則等に明示し、合理的・客観的に算出した実費のみを精算する。この金銭の、割増賃金の算定基礎上の取扱いはどれか。,revise,complete,,True
q-0176,True,premium.calculation-base,支給項目欄,core,,割増賃金の算定基礎に、法定上算入する必要がある賃金はどれか。,revise,complete,,True
q-0177,True,premium.calculation-base,支給項目欄,core,mogi-3,"割増賃金の算定基礎を求める。月給は基本給250,000円、役職手当20,000円、住宅費と無関係に全員一律の住宅手当15,000円、扶養人数に応じる家族手当10,000円のみである。算定基礎に含める月額はいくらか。",revise,complete,構造化計算未登録,True
q-0178,True,premium.holiday-deep-night,支給項目欄,core,,法定休日労働が深夜労働にも該当する場合、割増部分の合計最低率はどれか。,revise,complete,,True
q-0179,True,premium.holiday-deep-night,支給項目欄,core,mogi-3,法定休日の13時から23時まで働き、17時から18時は休憩した。実労働の9時間目に当たる22時から23時について、通常賃金に対する割増部分の合計最低率はどれか。,revise,complete,,True
q-0180,True,premium.over-60-hours,支給項目欄,core,,代替休暇を取得しない場合、1か月60時間を超える法定時間外労働が深夜労働にも該当するときの、割増部分の合計最低率はどれか。,revise,complete,,True
q-0181,True,premium.over-60-hours,支給項目欄,core,mogi-3,ある月の法定時間外労働がちょうど60時間で、最後の1時間が深夜だった。代替休暇はない。この最後の1時間の割増部分の最低率はどれか。,revise,complete,構造化計算未登録,True
q-0182,True,premium.overtime-deep-night,支給項目欄,core,,月60時間以内の法定時間外労働が深夜労働にも該当する場合、通常賃金に対する割増部分の合計最低率はどれか。,revise,complete,,True
q-0183,True,premium.overtime-deep-night,支給項目欄,core,mogi-3,"割増賃金の算定基礎となる1時間当たり賃金が1,200円の労働者が、法定時間外かつ深夜に1時間働いた。月60時間超ではない。この1時間分として最低限支払う総額はいくらか。",revise,complete,構造化計算未登録,True
q-0184,True,premium.rates,支給項目欄,core,,深夜労働ではなく、1か月60時間以内の法定時間外労働に適用する割増部分の法定最低率はどれか。,revise,complete,,True
q-0185,True,premium.rates,支給項目欄,reinforcement,,労基法上、原則として25％以上の深夜割増が適用される時間帯はどれか。,revise,complete,,True
q-0186,True,premium.rates,支給項目欄,reinforcement,,深夜時間帯ではない法定休日労働に適用する、割増部分の法定最低率はどれか。,revise,complete,,True
q-0187,True,premium.rates,,core,,月60時間以内の法定時間外労働が深夜に及んだ場合の合計割増率はどれか。,retire,retired,,退役：公開対象外
q-0188,True,premium.rates,,reinforcement,,法定休日労働が深夜に及んだ場合の合計割増率はどれか。,retire,retired,,退役：公開対象外
q-0189,True,premium.rates,,reinforcement,,法定休日に10時間働き、その一部が深夜労働となった場合の割増率の組合せはどれか。,retire,retired,,退役：公開対象外
q-0190,True,premium.rates,支給項目欄,reinforcement,,月60時間超の判定において、法定休日に働いた時間はどのように扱うか。,revise,complete,,True
q-0191,True,premium.rates,支給項目欄,reinforcement,,労基法の時間外割増が適用される労働者について、2026年の月60時間超の50％以上という割増率は、どの企業規模に適用されるか。,revise,complete,,True
q-0192,True,premium.rates,支給項目欄,reinforcement,,1か月の法定時間外労働は65時間だった。深夜労働はなく、代替休暇も取得しない。月60時間超の規定により50％以上の割増が必要になるのは何時間分か。,revise,complete,構造化計算未登録,True
q-0193,True,premium.rates,支給項目欄,reinforcement,,変形制等のない週40時間の事業場で、日曜日が法定休日である。同じ週の月～金に各日8時間働いた者が、法定休日でない所定休日の土曜日の昼間に働いた。月60時間超には達しない。この土曜労働の割増部分の法定最低率はどれか。,revise,complete,構造化計算未登録,True
q-0194,True,premium.rates,,reinforcement,,法定休日労働に時間外割増率を重ねて適用しない理由はどれか。,retire,retired,,退役：公開対象外
q-0195,True,premium.rates,,reinforcement,,法定休日の付与に関する原則として適切なものはどれか。,retire,retired,,退役：公開対象外
q-0196,True,premium.rates,支給項目欄,reinforcement,,深夜ではなく月60時間以内の法定時間外労働について、労使が割増率を20％と定めた場合の取扱いはどれか。,revise,complete,構造化計算未登録,True
