id,change,fields,reason,merged_into,approval
q-0175,修正,exam_role explanation question_text role source_keys,規則への計算法明示を補足。賃金の7種類の除外と実費精算の対象外を区別。数値なしのため知識枠に修正。 全体の類題・模試構成・範囲の最終判定は未完了。,,complete
q-0176,修正,choices question_text source_keys,固定残業代等との混同を避け通常職務の対価と明記。premium.calculation-baseの通常コアを保持。 模試全体の計算枠・初見性・網羅性の評価は別途未完了。,,complete
q-0177,修正,question_text source_keys,住宅費と無関係・月給は4項目のみと限定。通常の家族・住宅判断を組み合わせる模試として維持。 模試全体の計算枠・初見性・網羅性の評価は別途未完了。,,complete
q-0178,修正,source_keys,通常の基礎として維持。8時間超も時間外を重ねないという説明にq-0188・0189・0194・0205・0206を統合。 模試全体の計算枠・初見性・網羅性の評価は別途未完了。,,complete
q-0179,修正,explanation misconception_key question_text source_keys,模試を9時間目のケースに改訂して通常の率暗記と分ける。誤概念キーも法定外休日から休日時間外加算へ修正。 模試全体の計算枠・初見性・網羅性の評価は別途未完了。,,complete
q-0180,修正,common_mistake explanation question_text source_keys,代替休暇なしの条件を明記し、根拠なく頻出としていた表現を削除。q-0204統合。 模試全体の計算枠・初見性・網羅性の評価は別途未完了。,,complete
q-0181,修正,source_keys,超える／以上の境界を模試で確認。代替休暇なしが明記され条件を維持。 模試全体の計算枠・初見性・網羅性の評価は別途未完了。,,complete
q-0182,修正,source_keys,通常コアで最低率と総率を区別。q-0187・0203の同じ暗記を統合。 模試全体の計算枠・初見性・網羅性の評価は別途未完了。,,complete
q-0183,修正,question_text source_keys,総額と割増部分の区別を模試で維持。既存の独立期待値1800とも照合。知識枠の簡易金額計算と公式区分の比較は全体課題。 模試全体の計算枠・初見性・網羅性の評価は別途未完了。,,complete
q-0184,修正,explanation question_text source_keys,月60以内・深夜なしの不足条件を補う。q-0199を統合。 模試全体の計算枠・初見性・網羅性の評価は別途未完了。,,complete
q-0185,修正,question_text source_keys,条文上の指定例外と区別するため原則と明記。q-0202の率も既存説明に含むので統合。 模試全体の計算枠・初見性・網羅性の評価は別途未完了。,,complete
q-0186,修正,explanation question_text source_keys,深夜なしと明記。総率135％と法定外休日の区別を補いq-0201統合。 模試全体の計算枠・初見性・網羅性の評価は別途未完了。,,complete
q-0187,退役,,時間外25＋深夜25の同一判断。旧設問は最低率の指定も不足。 旧履歴を保持し配信停止。統合先への習熟の自動移行はしない。,q-0182,retired
q-0188,退役,,休日35＋深夜25の同一判断。 旧履歴を保持し配信停止。統合先への習熟の自動移行はしない。,q-0178,retired
q-0189,退役,,8時間超も休日時間外を加算しない説明に統合。 旧履歴を保持し配信停止。統合先への習熟の自動移行はしない。,q-0178,retired
q-0190,修正,explanation source_keys,法定外休日の法定時間外分は含む。36上限の100／80の集計との違いを補足、q-0207統合。 模試全体の計算枠・初見性・網羅性の評価は別途未完了。,,complete
q-0191,修正,explanation question_text source_keys,2023年4月1日の終了と労働者側の適用除外を区別。 模試全体の計算枠・初見性・網羅性の評価は別途未完了。,,complete
q-0192,修正,choices explanation question_text source_keys,超過部分の範囲を数量で判断。深夜・代替休暇なしを限定。q-0200統合。 模試全体の計算枠・初見性・網羅性の評価は別途未完了。,,complete
q-0193,修正,question_text source_keys,通常週40・月金各8・昼間・60超なしの条件不足を補う。q-0208統合。 模試全体の計算枠・初見性・網羅性の評価は別途未完了。,,complete
q-0194,退役,,法定休日に時間外を加算しない同じ理由。 旧履歴を保持し配信停止。統合先への習熟の自動移行はしない。,q-0178,retired
q-0195,退役,,休日付与の法定最低日数を労働時間の通常問題へ統合。旧Aの週2日も適法だった。 旧履歴を保持し配信停止。統合先への習熟の自動移行はしない。,q-0068,retired
q-0196,修正,question_text source_keys,月60以内・深夜なしを明記し25％の条件を限定。 模試全体の計算枠・初見性・網羅性の評価は別途未完了。,,complete
q-0197,修正,question_text source_keys,適用除外がない前提を本文へ移し、全労働者に同じ時間規制があると誤解させない。 模試全体の計算枠・初見性・網羅性の評価は別途未完了。,,complete
q-0198,退役,,36協定は割増義務を免除しない同じ判断。締結だけでなく届出が必要な説明も統合先にある。 旧履歴を保持し配信停止。統合先への習熟の自動移行はしない。,q-0114,retired
q-0199,退役,,通常時間外25％の同じ判断。 旧履歴を保持し配信停止。統合先への習熟の自動移行はしない。,q-0184,retired
q-0200,退役,,月60超の超過部分だけ50％の同じ判断。 旧履歴を保持し配信停止。統合先への習熟の自動移行はしない。,q-0192,retired
q-0201,退役,,昼間の法定休日35％の同じ判断。 旧履歴を保持し配信停止。統合先への習熟の自動移行はしない。,q-0186,retired
q-0202,退役,,深夜22～5時・25％の同じ判断。 旧履歴を保持し配信停止。統合先への習熟の自動移行はしない。,q-0185,retired
q-0203,退役,,通常時間外深夜50％の同じ判断。 旧履歴を保持し配信停止。統合先への習熟の自動移行はしない。,q-0182,retired
q-0204,退役,,60時間超の深夜75％の同じ判断。 旧履歴を保持し配信停止。統合先への習熟の自動移行はしない。,q-0180,retired
q-0205,退役,,法定休日深夜60％の同じ判断。 旧履歴を保持し配信停止。統合先への習熟の自動移行はしない。,q-0178,retired
q-0206,退役,,8時間超も法定休日に時間外を加算しない同じ判断。 旧履歴を保持し配信停止。統合先への習熟の自動移行はしない。,q-0178,retired
